thang,vung,tinh,quan,warehouse_id,warehouse_name,ten_kh,vol,kl,so_ngay,so_ngay_tren_1000,vol_tb_ngay,kl_tb_ngay,pct_duoi_5kg,pct_noi_vung,pct_lien_vung,pct_opr,pct_gio_0_9,pct_gio_9_19,pct_gio_19p,vol_delivered,pct_odr,pct_longtail,order_code_mau,pct_rot_lc
2026-05,HNO,Hà Nội,Huyện Đan Phượng,21475000,Bưu Cục 172 Cầu Gáo-Đan Phượng-HN,SMILE VN,3,10.0,3,0,1.0,3.333333333,1.0,0.333333333,0.666666667,0.666666667,0.333333333,0.666666667,0.0,3,0.333333333,0.666666667,VNGH80218885910,0.0
2026-05,HNO,Hà Nội,Huyện Thanh Trì,20357000,Bưu Cục 882 Kim Giang-Thanh Trì-HN,Mê Làm Bánh,114,456.888,18,0,6.333333333,25.38266667,0.342105263,0.394736842,0.605263158,0.333333333,0.149122807,0.535087719,0.315789474,103,0.941747573,0.077669903,VNGH80250686205,0.026315789
2026-03,HCM,Hồ Chí Minh,Quận 4,1337,Bưu Cục 63 Vĩnh Hội-Q.4-HCM,Hidari shop,804,226.087,26,0,30.92307692,8.695653846,1.0,0.542288557,0.457711443,0.972636816,0.023631841,0.976368159,0.0,802,0.900249377,0.148379052,VNGH80097154908,0.0
2026-03,HNO,Hà Nội,Huyện Thanh Oai,22753000,Bưu Cục 10/3 Thôn Ninh Dương-Thanh Oai-HN,Dép.Va,7,4.0,5,0,1.4,0.8,1.0,0.0,1.0,0.714285714,0.428571429,0.571428571,0.0,7,0.714285714,0.285714286,VNGH80215414702,0.0
2026-03,HNO,Hà Nội,Huyện Thanh Oai,22753000,Bưu Cục 10/3 Thôn Ninh Dương-Thanh Oai-HN,Phụ Tùng Xe Máy GPP & AME,1,0.2,1,0,1.0,0.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,VNGH80213764709,0.0
2026-05,HNO,Hà Nội,Quận Thanh Xuân,22966000,Bưu Cục Cồng Kềnh 272 Nguyễn Xiển-Thanh Xuân-HN,Tinh dầu giặt sấy W&W,440,188.4,2,0,220.0,94.2,1.0,0.988636364,0.011363636,0.345454545,0.636363636,0.363636364,0.0,343,1.0,0.0,VNGH80166606208,0.0
2026-05,HNO,Hà Nội,Quận Thanh Xuân,1353,Bưu Cục 188 Khương Đình-Q.Thanh Xuân-HN,COCA Mùa Hè,95,18.064,15,0,6.333333333,1.204266667,1.0,0.305263158,0.694736842,0.915789474,0.0,1.0,0.0,84,0.916666667,0.083333333,VNGH80859946208,0.0
2026-05,HNO,Hà Nội,Huyện Đan Phượng,21475000,Bưu Cục 172 Cầu Gáo-Đan Phượng-HN,MIN.Fashionn,3,2.0,2,0,1.5,1.0,1.0,0.666666667,0.333333333,1.0,0.333333333,0.666666667,0.0,3,1.0,0.0,VNGH80304266108,0.0
2026-04,HCM,Hồ Chí Minh,Quận 7,22257000,Bưu Cục 31-31A Lý Phục Man-Bình Thuận-Quận 7-HCM,MỸ PHẨM NGỌC MAI SHOP,67,13.796,19,0,3.526315789,0.726105263,1.0,0.865671642,0.134328358,0.835820896,0.044776119,0.208955224,0.746268657,67,0.955223881,0.119402985,VNGH80301815610,0.0
2026-04,HCM,Hồ Chí Minh,Huyện Bình Chánh,21677000,Bưu Cục 26 Bùi Thanh Khiết-Tân Túc-Bình Chánh,PebbleStrollPathway,1,1.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1.0,0.0,VNGH80215625107,0.0
2026-03,HNO,Hà Nội,Huyện Hoài Đức,20374000,Bưu Cục 219 Sơn Đồng-Hoài Đức-HN,Đồ Ăn Vặt Thỏ Xinh,25,34.1,13,0,1.923076923,2.623076923,1.0,0.08,0.92,0.84,0.12,0.88,0.0,25,0.88,0.12,VNGH80956094908,0.0
2026-03,HNO,Hà Nội,Quận Hà Đông,22421000,Bưu Cục Hàng Vừa 54 Ngõ 80 La Nội-Phường Dương Nội-HN,Midea E-Shop,2,9.105,2,0,1.0,4.5525,0.5,0.5,0.5,0.5,0.5,0.5,0.0,2,0.5,0.5,VNGH80884314408,1.0
2026-03,HNO,Hà Nội,Huyện Thạch Thất,20182000,Bưu cục 171 Đồng Cam-Thạch Thất-Hà Nội,Xuyến Nguyễn cosmeticc,2,1.55,2,0,1.0,0.775,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1.0,0.0,VNGH80449394801,0.0
2026-05,HCM,Hồ Chí Minh,Quận Bình Tân,21667000,Bưu Cục 107 Đường 3D-Bình Hưng Hòa B-Bình Tân-HCM,PM Lovely Gifts,6,0.996,4,0,1.5,0.249,1.0,0.5,0.5,0.5,0.666666667,0.333333333,0.0,5,1.0,0.2,VNGH80535076202,0.0
2026-04,HCM,Hồ Chí Minh,Quận 8,2534,Bưu Cục 903B Tạ Quang Bửu-Q.8-HCM,HomieLab,1,0.5,1,0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,0.0,VNGH80799365606,0.0
2026-03,HCM,Hồ Chí Minh,Quận Bình Tân,22472000,Bưu Cục 38 Đường Số 3-Q.Bình Tân-HCM,Đồ Chơi Hoàng Hà,1,0.2,1,0,1.0,0.2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,VNGH80854224502,0.0
2026-03,HNO,Hà Nội,Quận Hà Đông,20580000,Bưu Cục Lô DM10-6 Làng nghề Vạn Phúc-Q.Hà Đông-HN,Nhà Xanh Decor,40,48.3,16,0,2.5,3.01875,1.0,0.2,0.8,0.625,0.2,0.775,0.025,40,0.95,0.075,VNGH80828904907,0.0
2026-03,HCM,Hồ Chí Minh,Quận Tân Bình,21018000,Bưu Cục 88/21 Phan Sào Nam-Q.Tân Bình-HCM,Giadungphuquy6868,8,9.416,6,0,1.333333333,1.569333333,1.0,0.125,0.875,0.625,0.5,0.25,0.25,8,0.875,0.25,VNGH80642004903,0.0
2026-03,HNO,Hà Nội,Huyện Chương Mỹ,22697000,Bưu Cục Hồng Phú-Chương Mỹ-HN,Chuyen pro,14,46.688,5,0,2.8,9.3376,0.857142857,0.214285714,0.785714286,0.571428571,0.5,0.5,0.0,14,0.785714286,0.214285714,VNGH80735854909,0.142857143
2026-05,HCM,Hồ Chí Minh,Quận 9,21358000,Bưu Cục Phường Long Trường-Q9-HCM,Thiết bị hồ bơi - xông hơi HCM,6,85.0,5,0,1.2,17.0,0.5,0.5,0.5,0.5,0.0,0.833333333,0.166666667,6,0.833333333,0.166666667,VNGH80044946202,0.0
2026-03,HNO,Hà Nội,Quận Ba Đình,20053000,Bưu Cục 303 Hoàng Hoa Thám-Q.Ba Đình-HN,JOLLY STORE,5,0.378,4,0,1.25,0.0945,1.0,0.6,0.4,1.0,0.0,1.0,0.0,5,1.0,0.0,VNGH80740854909,0.0
2026-05,HNO,Hà Nội,Huyện Gia Lâm,22489000,Bưu Cục Hàng Vừa 339 Trâu Quỳ-H.Gia Lâm-HN,Gia Dụng An Khang 8386,28,268.001,17,0,1.647058824,15.76476471,0.285714286,0.428571429,0.571428571,0.928571429,0.0,0.964285714,0.035714286,25,1.0,0.0,VNGH80091856204,0.142857143
2026-04,HNO,Hà Nội,Quận Hà Đông,20620000,Bưu cục 36 TT9 KĐT Văn Phú-Q.Hà Đông-HN,Kho xưởng móc áo Minh Quang,1,120.0,1,0,1.0,120.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.0,1.0,VNGH80964445602,0.0
2026-04,HNO,Hà Nội,Quận Cầu Giấy,20513000,Bưu Cục 131 Quan Hoa-Q.Cầu Giấy-HN,NONLEGOBRICK,1,2.9,1,0,1.0,2.9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,VNGH80330575402,0.0
2026-04,HNO,Hà Nội,Quận Long Biên,21662000,Bưu Cục Tổ 5 Giang Biên-Long Biên-HN,Tiệm MinhMinh,6,5.3,3,0,2.0,1.766666667,1.0,0.333333333,0.666666667,1.0,0.0,1.0,0.0,6,1.0,0.0,VNGH80225065509,0.0
2026-05,HCM,Hồ Chí Minh,Quận 4,1337,Bưu Cục 63 Vĩnh Hội-Q.4-HCM,Toha CPT Clothes,7,7.0,6,0,1.166666667,1.166666667,1.0,0.428571429,0.571428571,0.285714286,0.428571429,0.571428571,0.0,7,1.0,0.0,VNGH80737066201,0.0
2026-03,HNO,Hà Nội,Huyện Thanh Trì,22510000,Bưu Cục 35 Liền Kề 9 KĐT Đại Thanh-Thanh Trì-HN,MINT SHOP 24H 2 BỈM LINH ĐÀM,1,0.1,1,0,1.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,1.0,VNGH80860344902,0.0
2026-05,HNO,Hà Nội,Huyện Sóc Sơn,22395000,Bưu Cục Đường Băng Xuân Bách-Xã Nội Bài-HN,Tổng kho Gia dụng Zozo,1,0.166,1,0,1.0,0.166,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1.0,0.0,VNGH80056525807,1.0
2026-03,HCM,Hồ Chí Minh,Quận Tân Bình,22586000,Bưu Cục 6 Phạm Văn Hai-Q.Tân Bình-HCM,Toouch Scent,2,3.5,2,0,1.0,1.75,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2,1.0,0.5,VNGH80679244702,0.0
2026-05,HCM,Hồ Chí Minh,Thành Phố Thủ Đức,22473000,Bưu Cục 13 Đường Số 8-Hiệp Bình Phước-Q.Thủ Đức-HCM,Tiệm trà An Nhiên,1441,1107.571,19,0,75.84210526,58.29321053,0.999306037,0.447605829,0.552394171,0.625260236,0.207494795,0.650242887,0.142262318,1382,0.91316932,0.090448625,VNGH80410866206,0.002081888
2026-05,HCM,Hồ Chí Minh,Quận 7,21001000,Bưu Cục 20 Đường số 81-Q.7-HCM,Minh Nguyệt shop 678,22,5.172,11,0,2.0,0.470181818,1.0,0.772727273,0.227272727,0.727272727,0.0,1.0,0.0,22,0.954545455,0.090909091,VNGH80984906004,0.0
2026-05,HNO,Hà Nội,Huyện Phú Xuyên,20940000,Bưu Cục 57 Thao Chính-Phú Xuyên-HN,Xưởng Đức An Khang,328,4645.08,19,0,17.26315789,244.4778947,0.103658537,0.506097561,0.493902439,0.786585366,0.31097561,0.673780488,0.015243902,313,0.853035144,0.172523962,VNGH80892066202,0.015243902
2026-05,HNO,Hà Nội,Huyện Quốc Oai,1285,Bưu cục Quốc Oai-HN,KhánhLinh Shop68,28,12.6,13,0,2.153846154,0.969230769,1.0,0.25,0.75,1.0,0.0,1.0,0.0,28,0.821428571,0.178571429,VNGH80175006110,0.0
2026-05,HCM,Hồ Chí Minh,Quận Tân Bình,21018000,Bưu Cục 88/21 Phan Sào Nam-Q.Tân Bình-HCM,HMH JEANS STORE,292,161.333,22,0,13.27272727,7.333318182,1.0,0.455479452,0.544520548,0.917808219,0.095890411,0.835616438,0.068493151,286,0.958041958,0.045454545,VNGH80411466206,0.0
2026-04,HNO,Hà Nội,Huyện Thạch Thất,20182000,Bưu cục 171 Đồng Cam-Thạch Thất-Hà Nội,TEDDY HOME 68,1675,29318.55,29,0,57.75862069,1010.984483,0.16119403,0.535522388,0.464477612,0.995820896,0.320597015,0.679402985,0.0,1674,0.844683393,0.229390681,VNGH80136315610,0.011052695500000001
2026-05,HCM,Hồ Chí Minh,Quận Gò Vấp,21666000,Bưu Cục 119 Đường Số 1-Phường 11-Gò Vấp-HCM,Tranh Đèn Led,5,0.83,3,0,1.666666667,0.276666667,1.0,0.4,0.6,0.4,0.0,1.0,0.0,5,1.0,0.0,VNGH80771026104,0.0
2026-03,HCM,Hồ Chí Minh,Quận Gò Vấp,22173000,Bưu Cục 183 Nguyễn Oanh-Phường 17-Gò Vấp-HCM,TRUONG THI MY DUNGDA,7,7.2,4,0,1.75,1.8,1.0,0.285714286,0.714285714,0.0,0.0,1.0,0.0,7,1.0,0.0,VNGH80794104905,0.0
2026-04,HNO,Hà Nội,Quận Hoàng Mai,21354000,Bưu Cục 29 Hưng Phúc-Yên Sở-Q.Hoàng Mai-HN,BB Mom - baby,4,2.05,4,0,1.0,0.5125,1.0,0.0,1.0,0.5,0.25,0.5,0.25,4,0.75,0.25,VNGH80519555607,0.0
2026-05,HNO,Hà Nội,Quận Đống Đa,20054000,Bưu Cục 14 Huỳnh Thúc Kháng-Q.Đống Đa-HN,CÉSAND,238,41.258,20,0,11.9,2.0629,1.0,0.470588235,0.529411765,0.878151261,0.0,0.781512605,0.218487395,216,0.967592593,0.060185185,VNGH80717996207,0.029411765
2026-04,HCM,Hồ Chí Minh,Huyện Bình Chánh,21640000,Bưu Cục C1/7 Lại Hùng Cường-Vĩnh Lộc B-Bình Chánh-HCM,Chuyên võng xếp Huyền Trang 1,1,100.0,1,0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,VNGH80325734909,0.0
2026-03,HNO,Hà Nội,Quận Hà Đông,20580000,Bưu Cục Lô DM10-6 Làng nghề Vạn Phúc-Q.Hà Đông-HN,Nam Minh Baby Food,36,19.464,12,0,3.0,1.622,1.0,0.277777778,0.722222222,0.25,0.555555556,0.444444444,0.0,36,0.944444444,0.111111111,VNGH80564334809,0.057142857
2026-04,HCM,Hồ Chí Minh,Quận Bình Tân,21424000,Bưu Cục 1440/1 Tỉnh Lộ 10-Tân Tạo-Bình Tân-HCM,AutoParts-,747,172.247,12,0,62.25,14.35391667,1.0,0.100401606,0.899598394,0.333333333,0.65060241,0.34939759,0.0,747,0.915662651,0.115127175,VNGH80330045207,0.004016064
2026-05,HNO,Hà Nội,Huyện Hoài Đức,22979000,Bưu Cục Trạm Trôi-Hoài Đức-HN,Heyme Việt Nam,165,69.188,5,0,33.0,13.8376,1.0,0.993939394,0.006060606,0.660606061,0.121212121,0.703030303,0.175757576,141,0.943262411,0.09929078,VNGH80183116206,0.036363636
2026-03,HCM,Hồ Chí Minh,Quận 8,2534,Bưu Cục 903B Tạ Quang Bửu-Q.8-HCM,FH shop - Dụng Cụ Thể Thao,26,31.76,8,0,3.25,3.97,0.961538462,0.5,0.5,0.076923077,0.884615385,0.115384615,0.0,26,0.807692308,0.230769231,VNGH80954504803,0.0
2026-05,HCM,Hồ Chí Minh,Huyện Bình Chánh,22975001,Bưu Cục Hàng Vừa Vĩnh Lộc B-Bình Chánh-HCM,Bách Hoá Hoài Linh Store 77,20,12.4,5,0,4.0,2.48,1.0,0.9,0.1,0.8,0.0,1.0,0.0,20,1.0,0.0,VNGH80944656204,0.35
2026-05,HCM,Hồ Chí Minh,Quận 10,22370000,Bưu Cục 7A/3 Thành Thái-Phường Diên Hồng-HCM,BăngDi Shop,2,0.332,1,0,2.0,0.332,1.0,0.5,0.5,0.0,0.0,1.0,0.0,2,1.0,0.0,VNGH80414975906,0.0
2026-05,HNO,Hà Nội,Quận Hoàng Mai,20210000,Bưu Cục TT03 Tây Nam Linh Đàm-Q.Hoàng Mai-HN,Pent House,3,3.7,2,0,1.5,1.85,1.0,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.0,3,1.0,0.0,VNGH80949886105,1.0
2026-05,HCM,Hồ Chí Minh,Quận Gò Vấp,2276,Bưu Cục 1135 Phan Văn Trị-Q.Gò Vấp-HCM,welldonevn,493,110.356,18,0,27.38888889,6.130888889,1.0,0.492900609,0.507099391,0.983772819,0.379310345,0.115618661,0.505070994,480,0.95625,0.06875,VNGH80734776207,0.0
2026-03,HCM,Hồ Chí Minh,Thành Phố Thủ Đức,22473000,Bưu Cục 13 Đường Số 8-Hiệp Bình Phước-Q.Thủ Đức-HCM,Tin Cậy,4,90.0,3,0,1.333333333,30.0,0.0,1.0,0.0,0.5,0.25,0.75,0.0,4,0.75,0.25,VNGH80120754907,0.75
2026-03,HNO,Hà Nội,Huyện Thanh Oai,22182000,Bưu Cục Thôn Mới-Cao Dương-Thanh Oai-HN,SAMSORA,1260,461.532,29,0,43.44827586,15.91489655,1.0,0.033333333,0.966666667,0.961111111,0.53968254,0.46031746,0.0,1255,0.880478088,0.219920319,VNGH80050234909,0.003174603
2026-05,HCM,Hồ Chí Minh,Quận Tân Bình,22695000,Bưu Cục 82 Nguyễn Sỹ Sách-Q.Tân Bình-HCM,TiTiO Thời Trang Nam,52,16.782,16,0,3.25,1.048875,1.0,0.788461538,0.211538462,0.769230769,0.384615385,0.615384615,0.0,51,0.901960784,0.098039216,VNGH80423386205,0.0
2026-04,HCM,Bình Dương,Huyện Bàu Bàng,20899000,Bưu Cục A4/18 Đường D10-Thuận An-Bình Dương,Maison De Charme Feminin,1,1.0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1.0,0.0,VNGH80674744910,0.0
2026-05,HCM,Hồ Chí Minh,Huyện Bình Chánh,22030000,Bưu Cục Vĩnh Lộc A-Bình Chánh-HCM,Anh Bán Nón 1996,440,75.68,8,0,55.0,9.46,1.0,0.570454545,0.429545455,0.268181818,0.206818182,0.513636364,0.279545455,439,0.867881549,0.143507973,VNGH80772095902,0.002272727
2026-05,HCM,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,21570000,Bưu Cục 24B Nguyễn Du-Phường 1-TP.Vũng Tàu-Bà Rịa Vũng Tàu,Langenoir.cloth,20,5.0,3,0,6.666666667,1.666666667,1.0,0.85,0.15,0.1,0.0,0.4,0.6,19,0.894736842,0.105263158,VNGH80114496202,0.0
2026-04,HCM,Bình Dương,Thành phố Thủ Dầu Một,22954000,Bưu Cục 257 Bùi Ngọc Thu-Chánh Hiệp-Bình Dương,VN Go Sport Shoes,4,3.2,2,0,2.0,1.6,1.0,0.75,0.25,0.75,0.0,1.0,0.0,4,1.0,0.0,VNGH80177395608,0.0
2026-03,HNO,Hà Nội,Huyện Đan Phượng,21475000,Bưu Cục 172 Cầu Gáo-Đan Phượng-HN,Tiemheosua,53,114.225,3,0,17.66666667,38.075,0.924528302,0.226415094,0.773584906,1.0,0.0,1.0,0.0,53,0.886792453,0.150943396,VNGH80779774903,0.0
2026-03,HCM,Hồ Chí Minh,Quận 12,2451,Bưu Cục 1130 Đông Hưng Thuận 05-Q.12-HCM,SHOP COTO VŨ,228,607.67,29,0,7.862068966,20.95413793,0.846491228,0.25,0.75,0.973684211,0.438596491,0.561403509,0.0,228,0.885964912,0.157894737,VNGH80214944909,0.009009009
2026-05,HCM,Hồ Chí Minh,Quận Gò Vấp,22173000,Bưu Cục 183 Nguyễn Oanh-Phường 17-Gò Vấp-HCM,TRAN DINH BE Đồ ăn vặt SHOP,2,2.0,2,0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1,0.0,1.0,VNGH80643616108,0.0
2026-03,HCM,Bình Dương,Thành phố Thuận An,21514000,Bưu cục D1-D39 KDC VietSing-An Phú-Thuận An-Bình Dương,Bích Nghi shop,1,0.3,1,0,1.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,VNGH80098164601,0.0
2026-05,HNO,Hà Nội,Huyện Đông Anh,22962000,Bưu Cục Thôn Hải Bối-Xã Vĩnh Thanh-HN,SaigonSizzlene,2,3.125,1,0,2.0,3.125,1.0,0.5,0.5,1.0,0.0,1.0,0.0,2,0.0,1.0,VNGH80573505904,0.0
2026-04,HNO,Hà Nội,Huyện Thường Tín,22918000,Bưu Cục 77 Nguyễn Vĩnh Tích-Thường Tín-HN,Dolphiin.vn,38,18.912,6,0,6.333333333,3.152,1.0,0.473684211,0.526315789,0.368421053,0.631578947,0.368421053,0.0,38,0.921052632,0.184210526,VNGH80817425504,0.0
2026-03,HNO,Hà Nội,Huyện Thường Tín,22103000,Bưu Cục Xã Thắng Lợi-Thường Tín-HN,Đồ Câu Lure PTL,184,234.852,10,0,18.4,23.4852,0.994565217,0.402173913,0.597826087,0.625,0.0,1.0,0.0,184,0.820652174,0.282608696,VNGH80616784805,0.032608696
2026-03,HNO,Hà Nội,Huyện Thanh Trì,22857000,Bưu Cục 39 KTĐC Tứ Hiệp-Thanh Trì-HN,D-Watch,2,22.0,2,0,1.0,11.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,2,0.0,1.0,VNGH80120244908,0.0
2026-03,HCM,Hồ Chí Minh,Quận Thủ Đức,21541000,Bưu Cục 46 Tam Bình-Hiệp Bình Chánh-Q.Thủ Đức-HCM,Gia dụng giá sỉ 247.,12,75.35,10,0,1.2,7.535,0.5,0.583333333,0.416666667,0.916666667,0.083333333,0.916666667,0.0,12,0.75,0.25,VNGH80830174903,0.083333333
2026-05,HCM,Hồ Chí Minh,Thành Phố Thủ Đức,22473000,Bưu Cục 13 Đường Số 8-Hiệp Bình Phước-Q.Thủ Đức-HCM,Chuyên đồ bộ sỉ và lẻ,5,1.6,4,0,1.25,0.4,1.0,0.2,0.8,0.4,0.4,0.4,0.2,4,1.0,0.0,VNGH80221436205,0.0
2026-03,HCM,Hồ Chí Minh,Quận 12,21486000,Bưu Cục 320 Nguyễn Thị Kiểu-Hiệp Thành-Quận 12-HCM,Shop mic SAM,14,14.0,2,0,7.0,7.0,1.0,0.0,1.0,0.571428571,0.5,0.5,0.0,14,0.571428571,0.428571429,VNGH80347714806,0.0
2026-03,HNO,Hà Nội,Quận Hà Đông,20620000,Bưu cục 36 TT9 KĐT Văn Phú-Q.Hà Đông-HN,THdecOR,6,3.933,2,0,3.0,1.9665,1.0,0.5,0.5,1.0,0.0,1.0,0.0,6,1.0,0.166666667,VNGH80094074506,0.0
2026-05,HCM,Hồ Chí Minh,Quận 5,20026000,Bưu Cục 63 Ký Hòa-Q.5-HCM,Marv632018,3,5.36,2,0,1.5,2.68,1.0,0.333333333,0.666666667,0.0,0.0,1.0,0.0,3,1.0,0.0,VNGH80174465902,0.0
2026-05,HNO,Hà Nội,Quận Hà Đông,21325000,Bưu Cục Hà Trì-Hà Cầu-Hà Đông-HN,Minh Vy Cosmetics,1,0.166,1,0,1.0,0.166,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,,,VNGH80739546108,0.0
2026-03,HNO,Hà Nội,Huyện Đông Anh,21562000,Bưu Cục Cổ Dương-Tiên Dương-Đông Anh-HN,Em's Shoes - Giày Xuất Khẩu,296,304.33,30,0,9.866666667,10.14433333,1.0,0.060810811,0.939189189,0.445945946,0.327702703,0.503378378,0.168918919,295,0.891525424,0.176271186,VNGH80639774906,0.076124567
2026-04,HNO,Hà Nội,Quận Hà Đông,20530000,Bưu Cục 224 Lê Trọng Tấn-Q.Hà Đông-HN,SATON THIẾT BỊ Y TẾ,6,1.166,4,0,1.5,0.2915,1.0,0.166666667,0.833333333,0.833333333,0.166666667,0.833333333,0.0,6,0.833333333,0.333333333,VNGH80333315510,0.0
2026-05,HNO,Hà Nội,Huyện Thanh Trì,22888000,Bưu Cục Cồng Kềnh 90 Vĩnh Khang-Thanh Trì-HN,Shop Decorr Nhà cửa,123,750.0,7,0,17.57142857,107.1428571,0.0,0.18699187,0.81300813,0.178861789,0.032520325,0.471544715,0.495934959,118,0.56779661,0.406779661,VNGH80124496007,0.300813008
2026-04,HNO,Hà Nội,Quận Long Biên,1297,Key Account Warehouse Ha Noi,Yoogers1,12,18.0,9,0,1.333333333,2.0,1.0,0.416666667,0.583333333,0.0,0.083333333,0.25,0.666666667,12,0.75,0.333333333,VNGH80992195601,0.083333333
2026-05,HCM,Hồ Chí Minh,Quận Tân Phú,20972000,Bưu Cục 20/48A Bờ Bao Tân Thắng-Q.Tân Phú-HCM,DriedBotanicalsCo,25,20.0,10,0,2.5,2.0,1.0,0.56,0.44,0.88,0.12,0.88,0.0,25,0.92,0.08,VNGH80468786205,0.0
2026-04,HCM,Bình Dương,Thành phố Thủ Dầu Một,21508000,Bưu Cục Phú Lợi-TP.Thủ Dầu Một-Bình Dương,Trung tâm chăm sóc nha khoa,667,118.494,19,0,35.10526316,6.236526316,1.0,0.544227886,0.455772114,0.524737631,0.24137931,0.527736132,0.230884558,666,0.924924925,0.136636637,VNGH80578325610,0.0
2026-05,HCM,Hồ Chí Minh,Quận Gò Vấp,21666000,Bưu Cục 119 Đường Số 1-Phường 11-Gò Vấp-HCM,RainbowShop68,5,2.5,1,0,5.0,2.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5,1.0,0.0,VNGH80289065806,0.0
2026-05,HCM,Bình Dương,Thành phố Thủ Dầu Một,21694000,Bưu Cục 265 Lào Cai-Chánh Nghĩa-Thủ Dầu Một-Bình Dương,Sơn Ô Tô,6,3.266,5,0,1.2,0.6532,1.0,0.5,0.5,0.333333333,0.333333333,0.333333333,0.333333333,6,1.0,0.166666667,VNGH80969126101,0.0
2026-03,HNO,Hà Nội,Huyện Đông Anh,22362000,Bưu Cục 3 Thôn Cầu Thăng Long-Đông Anh-HN,SaigonSizzlene,2,2.25,2,0,1.0,1.125,1.0,0.5,0.5,0.5,0.0,1.0,0.0,2,0.5,0.5,VNGH80279504708,0.0
2026-04,HCM,Hồ Chí Minh,Thành Phố Thủ Đức,21311000,Bưu Cục Tăng Nhơn Phú B-Q.9-HCM,Gia dụng Kim Long Phát,1,2.0,1,0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,VNGH80634165003,0.0
2026-05,HNO,Hà Nội,Huyện Hoài Đức,21381000,Bưu Cục 323 Lại Dụ An Thượng-Hoài Đức-HN,Hellorenshiqiangshangdian,4,2.965,3,0,1.333333333,0.988333333,1.0,0.75,0.25,0.0,0.0,1.0,0.0,3,1.0,0.0,VNGH80421166204,0.0
2026-03,HNO,Hà Nội,Quận Nam Từ Liêm,20919000,Bưu Cục Mỹ Đình 2-Q.Nam Từ Liêm-HN,Loopy Land,1,0.166,1,0,1.0,0.166,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,VNGH80748264703,0.0
2026-03,HNO,Hà Nội,Huyện Đông Anh,22362000,Bưu Cục 3 Thôn Cầu Thăng Long-Đông Anh-HN,planetvibez,2,4.633,2,0,1.0,2.3165,1.0,0.0,1.0,0.0,0.5,0.5,0.0,2,0.0,1.0,VNGH80276624810,0.5
2026-05,HCM,Hồ Chí Minh,Quận 1,20887000,Bưu Cục 274 Cô Bắc-Q.1-HCM,Hoàng Khôi Như Ý,3,0.498,3,0,1.0,0.166,1.0,0.666666667,0.333333333,0.333333333,0.666666667,0.333333333,0.0,3,1.0,0.0,VNGH80318256003,0.0
2026-04,HCM,Hồ Chí Minh,Quận Gò Vấp,21339000,Bưu Cục 608 Phan Văn Trị-Gò Vấp-HCM,TULIPS,5,5.0,5,0,1.0,1.0,1.0,0.4,0.6,0.4,0.2,0.8,0.0,5,0.8,0.2,VNGH80411495609,0.0
2026-04,HNO,Hà Nội,Quận Hoàng Mai,22490000,Bưu Cục Cồng Kềnh Giải Phóng-Q.Hoàng Mai-HN,Decor Gỗ Bách Mộc,2273,1690.428,29,0,78.37931034,58.29062069,0.999120106,0.391553014,0.608446986,0.416630004,0.555213374,0.444786626,0.0,2270,0.90969163,0.11277533,VNGH80394455610,0.0
2026-03,HNO,Hà Nội,Quận Long Biên,1297,Key Account Warehouse Ha Noi,LATERY,2,1.587,1,0,2.0,1.587,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,1.0,0.0,VNGH80964914501,1.0
2026-04,HNO,Hà Nội,Huyện Hoài Đức,21381000,Bưu Cục 323 Lại Dụ An Thượng-Hoài Đức-HN,Hellosunquanceshangmao,3,7.0,3,0,1.0,2.333333333,1.0,0.0,1.0,0.0,0.0,0.666666667,0.333333333,3,1.0,0.0,VNGH80808055507,0.0
